label,epoch,node,alloc_m,requested_m,used_m,free_m,pods
periodic_fix200m,1784285382.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285384.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,525,15535,8
periodic_fix200m,1784285384.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285384.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285386.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,525,15535,8
periodic_fix200m,1784285386.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285386.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285388.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,525,15535,8
periodic_fix200m,1784285388.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285388.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285390.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285390.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285390.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,349,15470,7
periodic_fix200m,1784285392.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285392.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285392.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,349,15470,7
periodic_fix200m,1784285394.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285394.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285394.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,349,15470,7
periodic_fix200m,1784285396.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285396.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285396.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,349,15470,7
